li	unicode	GHC	homophones	sea	GX2021	GX202404	GX202411
0371	𗍝	ˑio̱w¹	8	1.57	ˑʕooʶw¹	yuo¹	yuo¹
0372	𗉍	śjwa¹	7	1.19	śwa¹	śwa¹	śwa¹
0373	𘟢	we²	2	2.07	wiʶ²	vi̱²	vwi̱²
0374	𗳜	lhji̱¹	9	1.14	nlhi¹	nlhi¹	nlhi¹
0375	𘘧	ka¹	5	1.17	qaʶ¹	qa̱¹	qa̱¹
0376	𘙐	wja¹	2	1.19	wa¹	va¹	va¹
0377	𗍂	njwij¹	3	1.36	nwe¹	nwe¹	nwe¹
0378	𗳮	ˑu²	8	2.01	ˑuʶ²	γu̱²	wu̱²
0379	𗘉	gjow²	5	2.48	gow²	goṁ²	goṃ²
0380	𘗸	we¹	2	1.08	wiʶ¹	vi̱¹	vwi̱¹
0381	𘔎	dã¹	3	1.24	dãʶ¹	da̱ṁ¹	da̱ṃ¹
0382	𘜃	dzji¹	6	1.10	dzi¹	dzi¹	dzi¹
0383	𘜅	le²	9	2.07	liʶ²	li̱²	lli̱²
0384	𗸩	ljịj¹	9	1.61	lẹ¹	leh¹	lleh¹
0385	𘘭	wjị²	2	2.60	wị²	vih²	vih²
0386	𘘹	kjɨ¹	5	1.30	kə¹	kə¹	kə¹
0387	𘑡	wor²	2	2.80	woʶr²	rvo̱r²	rvwo̱r²
0388	𗳱	thja²	3	2.17	tha²	tha²	tha²
0390	𗰸	khjwɨ¹	5	1.30	khwə¹	khwə¹	khwə¹
0391	𘆂	ljij²	9	2.33	le²	le²	le²
0392	𗳲	lhjɨj¹	9	1.42	lhəj¹	lheṁ¹	lheṃ¹
0393	𗰾	njị²	3	2.60	nị²	nih²	nih²
0394	𗱅	lhjị²	9	2.60	lhị²	lhih²	lhih²
0395	𗱆	ŋwe²	5	2.07	ɴwiʶ²	ŋwi̱²	ŋwi̱²
0396	𗳺	thja²	3	2.17	tha²	tha²	tha²
0397	𗳼	gjiw²	5	2.40	giw²	giw²	giw²
0398	𘃶	sjwo²	6	2.44	swo²	swo²	swo²
0399	𘃷	nju¹	3	1.03	nu¹	nu¹	nu¹
0400	𘇧	ˑjow²	8	2.49	ˑjow²	yoṁ²	yoṃ²
0401	𘇪	bio²	1	2.43	bʕoʶ²	bao̱²	bao̱²
0402	𗳻	tśja¹	7	1.19	tśa¹	tśa¹	tśa¹
0403	𗷮	wow¹	2	1.54	woʶw¹	vo̱ṁ¹	vwo̱ṃ¹
0404	𘑫	kã¹	5	1.24	qãʶ¹	qa̱ṁ¹	qa̱ṃ¹
0405	𗰽	dzjwɨ̣¹	6	1.01	dzwə̣¹	dzwəh¹	dzwəh¹
0409	𗷺	mja¹	1	1.20	ma¹	ma¹	ma¹
0410	𗸃	we¹	2	1.08	wiʶ¹	vi̱¹	vwi̱¹
0411	𗳴	tśhiə¹	7	1.28	tśhʕəʶ¹	tṣhaə̱¹	tṣhaə̱¹
0412	𗷵	tjɨ̣²	3	2.61	tə̣²	təh²	təh²
0413	𘈐	ˑjar²	8	2.74	ˑjar²	ryar²	ryar²
0414	𘑱	śjwij²	7	2.32	śwe²	śwe²	śwe²
0415	𗸍	tsu¹	6	1.01	tsuʶ¹	tsu̱¹	tsu̱¹
0416	𘜁	tsja¹	6	1.20	tsa¹	tsa¹	tsa¹
0417	𘑪	khwə¹	5	1.27	qhwəʶ¹	qhwə̱¹	qhwə̱¹
0418	𘒶	xjwɨ¹	2	1.29	xwə¹	fə¹	fə¹
0420	𘜋	phjã²	1	2.24	phã²	phaṁ²	phaṃ²
0421	𘜌	phjow²	1	2.48	phow²	phoṁ²	phoṃ²
0422	𗷯	kier¹	5	1.78	qʕiʶr¹	rqai̱r¹	rqai̱r¹
0423	𗷴	dwər²	3	2.76	dwəʶr²	rdwə̱r²	rdwə̱r²
0424	𗷻	tjij²	3	2.33	te²	te²	te²
0425	𗸓	dwər¹	3	1.84	dwəʶr¹	rdwə̱r¹	rdwə̱r¹
0426	𗈻	tśiew¹	7	1.44	tśʕiʶw¹	tṣai̱w¹	tṣai̱w¹
0427	𗖽	ˑjij¹	8	1.35	ˑje¹	ye¹	ye¹
0428	𗖁	dzjụ²	6	2.52	dzụ²	dzuh²	dzuh²
0429	𗖏	njwo²	3	2.44	nwo²	nwo²	nwo²
0430	𗖾	thə̣¹	3	1.68	thə̣ʶ¹	thə̱h¹	thə̱h¹
0431	𗉇	tsja¹	6	1.20	tsa¹	tsa¹	tsa¹
0432	𗖋	sjwɨ²	6	2.28	swə²	swə²	swə²
0433	𗖵	bju¹	1	1.03	bu¹	bu¹	bu¹
0434	𗖛	ˑji¹	8	1.10	ˑji¹	yi¹	yi¹
0435	𗖟	kjạ¹	5	1.64	kạ¹	kah¹	kah¹
0436	𗖴	kjiwr²	5	2.79	kiwr²	rkiwr²	rkiwr²
0437	𗖰	lwər²	9	2.76	lwəʶr²	rlwə̱r²	rlwə̱r²
0438	𗗄	lju²	9	2.02	lu²	lu²	lu²
0439	𗉁	ɣiẹ¹	8	1.66	ʁʕịʶ¹	γai̱h¹	ġhai̱h¹
0440	𗉂	ɣiẹ¹	8	1.66	ʁʕịʶ¹	γai̱h¹	ġhai̱h¹
0441	𗖶	sjwɨ¹	6	1.30	swə¹	swə¹	swə¹
0442	𘗼	khiəj¹	5	1.41	qhʕəʶj¹	qhae̱ṁ¹	qhae̱ṃ¹
0443	𘙲	dźjo¹	7	1.51	dźo¹	dźo¹	dźo¹
0444	𗕸	tśhjow¹	7	1.56	tśhow¹	tśhoṁ¹	tśhoṃ¹
0445	𗕺	ŋwu̱²	5	2.05	ɴɴwuʶ²	ŋŋwu̱²	ŋŋwu̱²
0446	𗗅	śjwij¹	7	1.35	śwe¹	śwe¹	śwe¹
0447	𗖂	tśhjwo¹	7	1.48	tśhwo¹	tśhow¹	tśhow¹
0448	𗖌	gjɨ²	5	2.05	gə²	gə²	gə²
0449	𘇴	we¹	2	1.08	wiʶ¹	vi̱¹	vwi̱¹
0450	𗗀	śjɨ¹	7	1.29	śə¹	śə¹	śə¹
0451	𘙺	ˑjij²	8	2.33	ˑje²	ye²	ye²
0454	𗖎	kiẹj²	5	2.53	qʕẹʶ²	qae̱h²	qae̱h²
0455	𗖀	dzjɨj²	6	2.37	dzəj²	dzeṁ²	dzeṃ²
0456	𗕹	tjạ¹	3	1.64	tạ¹	tah¹	tah¹
0457	𗖊	śjɨ¹	7	1.29	śə¹	śə¹	śə¹
0458	𘙴	kor¹	5	1.89	qoʶr¹	rqo̱r¹	rqo̱r¹
0459	𘙳	wjịj¹	2	1.61	wẹ¹	veh¹	veh¹
0460	𘙵	dzu²	6	2.01	dzuʶ²	dzu̱²	dzu̱²
0461	𗖐	bju¹	1	1.03	bu¹	bu¹	bu¹
0462	𗖜	tjạ¹	3	1.64	tạ¹	tah¹	tah¹
0463	𗳅	we²	2	2.07	wiʶ²	vi̱²	vwi̱²
0464	𗴀	so²	6	2.42	soʶ²	so̱²	so̱²
0465	𗹓	tśjɨj¹	7	1.42	tśəj¹	tśeṁ¹	tśeṃ¹
0466	𗳇	dzjụ²	6	2.52	dzụ²	dzuh²	dzuh²
0467	𗹙	tsji̱r¹	6	1.93	tsiir¹	rtser¹	rtser¹
0468	𗴃	phiow¹	1	1.55	phʕoʶw¹	phao̱ṁ¹	phao̱ṃ¹
0469	𘈳	mjọ²	1	2.64	mọ²	moh²	moh²
0470	𘝷	lia¹	9	1.18	lʕaʶ¹	laa̱¹	laa̱¹
0471	𗳋	gjij¹	5	1.36	ge¹	ge¹	ge¹
0472	𘈶	rjɨr²	9	2.77	rər²	rər²	rər²
0473	𗹏	dow¹	3	1.54	doʶw¹	do̱ṁ¹	do̱ṃ¹
0474	𗹗	go²	5	2.42	ɢoʶ²	ġo̱²	ġo̱²
0475	𗶤	lju¹	9	1.03	lu¹	lu¹	lu¹
0476	𘞿	wjij¹	2	1.35	we¹	ve¹	ve¹
0477	𘞽	zjɨ̣¹	9	1.69	zə̣¹	zəh¹	zəh¹
0478	𗰖	śio̱¹	7	1.53	nśʕoʶ¹	nṣao̱¹	nṣao̱¹
0479	𘘜	śie̱j¹	7	1.38	nśʕeʶ¹	nṣae̱¹	nṣae̱¹
0480	𗘞	lha¹	9	1.20	lhaʶ¹	lha̱¹	lha̱¹
0481	𗟶	ˑjir¹	8	1.79	ˑjir¹	ryir¹	ryir¹
0482	𗸡	dzjɨj²	6	2.37	dzəj²	dzeṁ²	dzeṃ²
0483	𘒥	phjɨ̱¹	1	1.32	mphə¹	mphə¹	mphə¹
0484	𗷡	kji̱r²	5	2.86	kiir²	rker²	rker²
0485	𗸺	sjwɨ²	6	2.28	swə²	swə²	swə²
0486	𗍸	par²	1	2.73	paʶr²	rpa̱r²	rpa̱r²
0487	𘟤	sjwụ²	6	2.52	swụ²	swuh²	swuh²
0488	𘇖	lu²	9	2.01	luʶ²	lu̱²	lu̱²
0489	𘓭	dji²	3	2.10	di²	di²	di²
0490	𘘢	gjị²	5	2.60	gị²	gih²	gih²
0491	𗰓	ljọ²	9	2.64	lọ²	loh²	lloh²
0492	𗙰	kə¹	5	1.27	qəʶ¹	qə̱¹	qə̱¹
0493	𗸹	sjɨ²	6	2.28	sə²	sə²	sə²
0494	𘃻	ˑjĩ¹	8	1.16	ˑjĩ¹	yiṁ¹	yiṃ¹
0495	𘄁	kjɨ¹	5	1.30	kə¹	kə¹	kə¹
0496	𘃸	ljịj¹	9	1.61	lẹ¹	leh¹	lleh¹
0497	𘜔	ŋewr²	5	2.78	ɴiʶwr²	rŋi̱wr²	rŋi̱wr²
0498	𗙒	lia¹	9	1.18	lʕaʶ¹	laa̱¹	laa̱¹
0499	𗰝	piẹ¹	1	1.66	pʕịʶ¹	pai̱h¹	pai̱h¹
0500	𘄩	tsjụ¹	6	1.59	tsụ¹	tsuh¹	tsuh¹
0501	𘘇	śjwɨ¹	7	1.10	śwə¹	śwə¹	śwə¹
0502	𘓊	zjɨ̱r¹	9	1.92	zəər¹	rzər¹	rzər¹
0503	𗎀	tśja¹	7	1.19	tśa¹	tśa¹	tśa¹
0504	𗗖	ljɨ̣j²	9	2.55	lə̣j²	leṁh²	lleṃh²
0505	𘃼	la²	9	2.14	laʶ²	la̱²	la̱²
0506	𗠀	dzwə¹	6	1.27	dzwəʶ¹	dzwə̱¹	dzwə̱¹
0507	𘓌	lhew¹	9	1.43	lhiʶw¹	lhi̱w¹	lhi̱w¹
0508	𘟂	ŋwu²	5	2.01	ɴwuʶ²	ŋwu̱²	ŋwu̱²
0509	𗗜	thjowr²	3	2.83	thowr²	rthoṁr²	rthoṃr²
0510	𘓺	ŋwər¹	5	1.84	ɴwəʶr¹	rŋwə̱r¹	rŋwə̱r¹
0511	𘝽	kwo¹	5	1.49	qwoʶ¹	qwo̱¹	qwo̱¹
0512	𘟌	tsar¹	6	1.80	tsaʶr¹	rtsa̱r¹	rtsa̱r¹
0513	𗷥	du̱²	3	2.05	nduʶ²	ndu̱²	ndu̱²
0514	𗶙	dźjwɨ²	7	2.28	dźwə²	dźwə²	dźwə²
0515	𘈟	lə¹	9	1.27	ləʶ¹	lə̱¹	lə̱¹
0516	𘆡	tshjịj²	6	2.54	tshẹ²	tsheh²	tsheh²
0517	𘇝	be²	1	2.07	biʶ²	bi̱²	bi̱²
0518	𘇠	bar²	1	2.73	baʶr²	rba̱r²	rba̱r²
0519	𘞸	pjɨj¹	1	1.42	pəj¹	peṁ¹	peṃ¹
0520	𘆦	dze̱j¹	6	1.37	ndzeʶ¹	ndze̱¹	ndze̱¹
0521	𘙯	bie̱j¹	1	1.38	mbʕeʶ¹	mbae̱¹	mbae̱¹
0522	𘔪	dzjɨj¹	6	1.42	dzəj¹	dzeṁ¹	dzeṃ¹
0524	𘒩	dzju¹	6	1.02	dzu¹	dzu¹	dzu¹
0525	𘇀	tśhjo²	7	2.44	tśho²	tśho²	tśho²
0527	𘞳	wjạ¹	2	1.64	wạ¹	vah¹	vah¹
0528	𗸗	dzjɨr¹	6	1.86	dzər¹	rdzər¹	rdzər¹
0529	𘔑	njij¹	3	1.36	ne¹	ne¹	ne¹
0530	𗉤	tśhjɨ¹	7	1.29	tśhə¹	tśhə¹	tśhə¹
0531	𘑞	zow²	9	2.47	zoʶw²	zo̱ṁ²	zo̱ṃ²
0532	𘇼	gjij²	5	2.33	ge²	ge²	ge²
0534	𗡟	mjijr²	1	2.68	mer²	rmer²	rmer²
0535	𗡶	śjij¹	7	1.35	śe¹	śe¹	śe¹
0536	𘜻	phia¹	1	1.18	phʕaʶ¹	phaa̱¹	phaa̱¹
0537	𗍎	pja¹	1	1.20	pa¹	pa¹	pa¹
0538	𗍘	pja¹	1	1.20	pa¹	pa¹	pa¹
0539	𘃯	gjọ¹	5	1.72	gọ¹	goh¹	goh¹
0540	𘘑	wer¹	2	1.77	wiʶr¹	rvi̱r¹	rvwi̱r¹
0541	𗡮	śjwo²	7	2.44	śwo²	śwo²	śwo²
0542	𗵽	lju̱²	9	2.06	nlu²	nlu²	nllu²
0543	𘄳	ljɨ̱¹	9	1.32	nlə¹	nlə¹	nllə¹
0544	𘇹	śiə¹	7	1.28	śʕəʶ¹	ṣaə̱¹	ṣaə̱¹
0545	𗸦	dźjwu¹	7	1.02	dźwu¹	dźwu¹	dźwu¹
0546	𘈫	ˑu²	8	2.01	ˑuʶ²	γu̱²	wu̱²
0547	𘔒	njij²	3	2.33	ne²	ne²	ne²
0548	𘔙	njij²	3	2.33	ne²	ne²	ne²
0549	𘚋	niọ¹	3	1.71	nʕọʶ¹	no̱h¹	no̱h¹
0551	𘚨	ˑjow²	8	2.48	ˑjow²	yoṁ²	yoṃ²
0552	𘚘	lhji²	9	2.10	lhi²	lhi²	lhi²
0553	𘝃	tsji²	6	2.10	tsi²	tsi²	tsi²
0554	𘚛	lhji²	6	2.10	lhi²	lhi²	lhi²
0556	𘓦	ljịj¹	9	1.61	lẹ¹	leh¹	lleh¹
0557	𘗬	dźju¹	7	1.02	dźu¹	dźu¹	dźu¹
0558	𗌹	njijr¹	3	1.74	ner¹	rner¹	rner¹
0559	𗘌	śjwow¹	7	1.56	śwow¹	śwoṁ¹	śwoṃ¹
0560	𗘐	kwej¹	5	1.33	qweʶ¹	qwe̱¹	qwe̱¹
0561	𗡨	dźio²	7	2.43	dźʕoʶ²	dẓao̱²	dẓao̱²
0562	𗳨	dźia²	7	2.15	dźʕaʶ²	dẓaa̱²	dẓaa̱²
0564	𘘾	djwar¹	3	1.82	dwar¹	rdwar¹	rdwar¹
0565	𘞊	khiə²	5	2.26	qhʕəʶ²	qhaə̱²	qhaə̱²
0566	𗎜	ku²	5	2.04	quʶ²	qu̱²	qu̱²
0567	𗙷	rjir²	9	2.72	rir²	rir²	rir²
0569	𘄕	sə²	6	2.25	səʶ²	sə̱²	sə̱²
0571	𗉑	dzjwɨ̣¹	6	1.69	dzwə̣¹	dzwəh¹	dzwəh¹
0572	𗉭	tśjɨj¹	7	1.42	tśəj¹	tśeṁ¹	tśeṃ¹
0573	𗗻	na¹	3	1.17	naʶ¹	na̱¹	na̱¹
0575	𘅙	rjar²	9	2.74	rar²	rar²	rar²
0576	𘅧	kjwi¹	5	1.11	kwi¹	kwi¹	kwi¹
0577	𘔤	kjụ¹	5	1.59	kụ¹	kuh¹	kuh¹
0578	𘇿	nji¹	4	1.10	ni¹	ṇi¹	ṇi¹
0579	𘜟	bjɨ¹	1	1.30	bə¹	bə¹	bə¹
0580	𘙉	kjɨj¹	5	1.42	kəj¹	keṁ¹	keṃ¹
0581	𘙡	źwe¹	9	1.08	źwiʶ¹	ẓwi̱¹	ẓwi̱¹
0582	𘝶	thjij²	3	2.33	the²	the²	the²
0584	𗗼	na¹	3	1.17	naʶ¹	na̱¹	na̱¹
0585	𗉝	śjị²	7	2.60	śị²	śih²	śih²
0586	𗍏	sju²	6	2.03	su²	su²	su²
0587	𗘙	gjow²	5	2.48	gow²	goṁ²	goṃ²
0588	𗵵	tsjụ¹	6	1.59	tsụ¹	tsuh¹	tsuh¹
0589	𘈯	bə²	1	2.25	bəʶ²	bə̱²	bə̱²
0590	𘗽	zjọ²	9	2.64	zọ²	zoh²	zoh²
0591	𗗰	khjwɨ²	5	2.28	khwə²	khwə²	khwə²
0592	𗡦	ˑjɨr²	8	2.77	ˑjər²	ryər²	ryər²
0593	𘔕	njij²	3	2.33	ne²	ne²	ne²
0594	𘙥	lhji²	9	2.10	lhi²	lhi²	lhi²
0595	𘞴	wjạ¹	2	1.64	wạ¹	vah¹	vah¹
0596	𘞵	dzja¹	6	1.20	dza¹	dza¹	dza¹
0597	𘟄	ɣjɨ¹	8	1.29	ɣə¹	γə¹	ghə¹
0598	𗟦	mã¹	1	1.24	mãʶ¹	ma̱ṁ¹	ma̱ṃ¹
0599	𗍉	xə²	8	2.25	χəʶ²	hə̱²	hə̱²
0600	𘅺	dəj¹	3	1.40	dəʶj¹	de̱ṁ¹	de̱ṃ¹
0601	𘙒	piẹ¹	1	1.66	pʕịʶ¹	pai̱h¹	pai̱h¹
0602	𗗽	dźiə¹	7	1.28	dźʕəʶ¹	dẓaə̱¹	dẓaə̱¹
0603	𘅪	ta¹	3	1.17	taʶ¹	ta̱¹	ta̱¹
0604	𗟘	pjo¹	1	1.51	po¹	po¹	po¹
0605	𘈎	tjọ²	3	2.64	tọ²	toh²	toh²
0606	𗸂	śiwej¹	7	1.34	śʕweʶ¹	ṣwae̱¹	ṣwae̱¹
0607	𘈑	mjɨr¹	1	1.86	mər¹	rmər¹	rmər¹
0609	𘑭	zji¹	9	1.11	zi¹	zi¹	zi¹
0610	𗸎	kwə²	5	2.25	qwəʶ²	qwə̱²	qwə̱²
0611	𘜀	mjɨr¹	1	1.86	mər¹	rmər¹	rmər¹
0612	𗳳	śiə¹	7	1.28	śʕəʶ¹	ṣaə̱¹	ṣaə̱¹
0614	𘈓	rar²	9	2.73	raʶr²	ra̱r²	ra̱r²
0615	𘑬	dwewr²	3	2.78	dwiʶwr²	rdwi̱wr²	rdwi̱wr²
0617	𗸑	dźiər¹	7	1.85	dźʕəʶr¹	rdẓaə̱r¹	rdẓaə̱r¹
0619	𗖄	njwi¹	3	1.11	nwi¹	nwi¹	nwi¹
0620	𗍤	da²	3	2.14	daʶ²	da̱²	da̱²
0621	𘘌	śjụ¹	7	1.59	śụ¹	śuh¹	śuh¹
0622	𘘏	ˑjwu¹	8	1.02	ˑjwu¹	ywu¹	ywu¹
0623	𗹛	tśjij²	7	2.32	tśe²	tśe²	tśe²
0624	𘙶	rer²	9	2.71	riʶr²	ri̱r²	ri̱r²
0625	𗈼	pju²	1	2.03	pu²	pu²	pu²
0626	𗖕	nạ²	3	2.56	nạʶ²	na̱h²	na̱h²
0628	𗖒	dạ²	3	2.56	dạʶ²	da̱h²	da̱h²
0629	𗖷	du¹	3	1.04	duʶ¹	du̱¹	du̱¹
0630	𗖳	la¹	9	1.17	laʶ¹	la̱¹	la̱¹
0631	𗹚	njijr¹	3	1.74	ner¹	rner¹	rner¹
0632	𘇲	we¹	2	1.08	wiʶ¹	vi̱¹	vwi̱¹
0633	𘇵	tśhjɨ²	7	2.27	tśhə²	tśhə²	tśhə²
0634	𗗍	ljịj¹	9	1.61	lẹ¹	leh¹	lleh¹
0635	𘇫	njɨ¹	3	1.30	nə¹	nə¹	nə¹
0636	𗳽	low²	9	2.47	loʶw²	lo̱ṁ²	lo̱ṃ²
0637	𗹎	twã¹	3	1.24	twãʶ¹	twa̱ṁ¹	twa̱ṃ¹
0638	𘔨	njij²	3	2.33	ne²	ne²	ne²
0639	𗳈	rjar¹	9	1.82	rar¹	rar¹	rar¹
0640	𘞎	kạ²	5	2.56	qạʶ²	qa̱h²	qa̱h²
0642	𘚗	low²	9	2.47	loʶw²	lo̱ṁ²	lo̱ṃ²
0643	𘄈	ˑo²	8	2.42	ˑoʶ²	γo̱²	wo̱²
0644	𗸣	tə¹	3	1.27	təʶ¹	tə̱¹	tə̱¹
0645	𘑨	ˑwụ²	8	2.51	ˑwụʶ²	γwu̱h²	ġhwu̱h²
0646	𘒤	le²	9	2.07	liʶ²	li̱²	li̱²
0648	𘆨	tji²	3	2.10	ti²	ti²	ti²
0649	𘇄	ljwu¹	9	1.03	lwu¹	lwu¹	lwu¹
0650	𘇋	śiẹj²	7	2.53	śʕẹʶ²	ṣae̱h²	ṣae̱h²
0651	𗷘	kiej¹	5	1.34	qʕeʶ¹	qae̱¹	qae̱¹
0652	𗟴	khjɨ̱²	5	2.29	ŋkhə²	ŋkhə²	ŋkhə²
0653	𗙢	wã²	2	2.22	wãʶ²	va̱ṁ²	vwa̱ṃ²
0654	𘓲	ŋwər²	5	2.76	ɴwəʶr²	rŋwə̱r²	rŋwə̱r²
0655	𘆧	tshjịj²	6	2.54	tshẹ²	tsheh²	tsheh²
0656	𗸾	djị²	3	2.60	dị²	dih²	dih²
0657	𘄞	ˑụ¹	8	1.58	ˑụʶ¹	γu̱h¹	wu̱h¹
0658	𘚂	lã¹	9	1.24	lãʶ¹	la̱ṁ¹	la̱ṃ¹
0659	𗙖	phã¹	1	1.24	phãʶ¹	pha̱ṁ¹	pha̱ṃ¹
0660	𘃿	la²	9	2.14	laʶ²	la̱²	la̱²
0661	𗗚	gjow²	5	2.48	gow²	goṁ²	goṃ²
0662	𘄮	khjɨ̱¹	5	1.32	ŋkhə¹	ŋkhə¹	ŋkhə¹
0663	𗗞	liẹj¹	9	1.60	lʕẹʶ¹	lae̱h¹	llae̱h¹
0664	𘙽	tśhjiw¹	7	1.45	tśhiw¹	tśhiw¹	tśhiw¹
0665	𘆩	mẹ²	1	2.58	mịʶ²	mi̱h²	mi̱h²
0666	𘆵	nji¹	4	1.10	ni¹	ṇi¹	ṇi¹
0667	𘆱	kjwij²	5	2.33	kwe²	kwe²	kwe²
0668	𘙭	lew²	9	2.38	liʶw²	li̱w²	li̱w²
0669	𘆴	so²	6	2.42	soʶ²	so̱²	so̱²
0670	𘙪	sə²	6	2.25	səʶ²	sə̱²	sə̱²
0671	𘈥	sa¹	6	1.17	saʶ¹	sa̱¹	sa̱¹
0672	𘇌	dzjwi¹	5	1.11	dzwi¹	dzwi¹	dzwi¹
0673	𘝁	thə²	3	2.25	thəʶ²	thə̱²	thə̱²
0674	𘗱	dew²	3	2.38	diʶw²	di̱w²	di̱w²
0675	𘅁	rer²	9	2.71	riʶr²	ri̱r²	ri̱r²
0676	𘞓	wjij¹	2	1.35	we¹	ve¹	ve¹
0677	𗉱	śjwu¹	7	1.02	śwu¹	śwu¹	śwu¹
0678	𗰱	gu¹	5	1.01	ɢuʶ¹	ġu̱¹	ġu̱¹
0679	𘘳	gji̱²	5	2.12	ŋgi²	ŋgi²	ŋgi²
0680	𘝅	tśhjɨ̱²	7	2.29	ntśhə²	ntśhə²	ntśhə²
0681	𘜪	ˑjijr¹	8	1.74	ˑjer¹	ryer¹	ryer¹
0682	𘑢	khjwɨ¹	5	1.30	khwə¹	khwə¹	khwə¹
0684	𗉎	bẹj¹	1	1.60	bẹʶ¹	be̱h¹	be̱h¹
0685	𘄽	ŋạ²	5	2.56	ɴạʶ²	ŋa̱h²	ŋa̱h²
0686	𘗺	we²	2	2.07	wiʶ²	vi̱²	vwi̱²
0687	𗌿	pjɨ̣j²	1	2.55	pə̣j²	peṁh²	peṃh²
0688	𘃲	wjịj¹	2	1.61	wẹ¹	veh¹	veh¹
0689	𘘒	wer¹	2	1.77	wiʶr¹	rvi̱r¹	rvwi̱r¹
0690	𘘕	wur¹	2	1.75	wuʶr¹	rvu̱r¹	rvwu̱r¹
0691	𗵾	bia²	1	2.15	bʕaʶ²	baa̱²	baa̱²
0692	𗶁	mẹ²	1	2.58	mịʶ²	mi̱h²	mi̱h²
0693	𘅂	ljạ¹	9	1.64	lạ¹	lah¹	llah¹
0694	𘑟	mjɨ²	1	2.28	mə²	mə²	mə²
0695	𘇽	no̱²	3	2.45	nnoʶ²	nno̱²	nno̱²
0696	𘔓	tśiwe¹	7	1.09	tśʕwiʶ¹	tṣwai̱¹	tṣwai̱¹
0697	𘙀	ta̱r¹	3	1.83	ntaʶr¹	nta̱r¹	nta̱r¹
0698	𘘴	gjwow¹	5	1.56	gwow¹	gwoṁ¹	gwoṃ¹
0699	𘜜	biej²	1	2.31	bʕeʶ²	bae̱²	bae̱²
0700	𘝂	dźjar²	7	2.74	dźar²	rdźar²	rdźar²
0701	𘈦	lhju̱¹	9	1.07	nlhu¹	nlhu¹	nlhu¹
0702	𗡢	tjo̱¹	3	1.53	nto¹	nto¹	nto¹
0703	𗡧	dzji̱²	6	2.12	ndzi²	ndzi²	ndzi²
0704	𗶄	mjɨ̱²	1	2.29	mmə²	mmə²	mmə²
0705	𘅍	zjịj¹	9	1.61	zẹ¹	zeh¹	zeh¹
0706	𘈖	we²	2	2.07	wiʶ²	vi̱²	vwi̱²
0707	𗉔	tśjiw¹	7	1.45	tśiw¹	tśiw¹	tśiw¹
0708	𗎚	me²	1	2.07	miʶ²	mi̱²	mi̱²
0709	𗙺	ˑju²	8	2.02	ˑju²	yu²	yu²
0710	𘄖	du²	3	2.04	duʶ²	du̱²	du̱²
0711	𘈜	thwo¹	3	1.49	thwoʶ¹	thwo̱¹	thwo̱¹
0712	𘄚	du²	3	2.04	duʶ²	du̱²	du̱²
0713	𘗷	njɨ¹	4	1.29	nə¹	ṇə¹	ṇə¹
0714	𗟤	tśiew¹	7	1.44	tśʕiʶw¹	tṣai̱w¹	tṣai̱w¹
0715	𘇛	pjɨ̣j¹	1	1.62	pə̣j¹	peṁh¹	peṃh¹
0716	𘙣	śji̱¹	7	1.14	nśi¹	nśi¹	nśi¹
0717	𘅲	tshji²	6	2.10	tshi²	tshi²	tshi²
0718	𗱂	sji¹	6	1.11	si¹	si¹	si¹
0719	𘒷	xjɨ¹	2	1.29	xə¹	hə¹	hə¹
0720	𘇚	mji̱²	1	2.12	mmi²	mmi²	mmi²
0721	𗷷	lhjị²	9	2.60	lhị²	lhih²	lhih²
0722	𗰺	dzjwɨ̣¹	6	1.69	dzwə̣¹	dzwəh¹	dzwəh¹
0723	𘆁	lwəj¹	9	1.40	lwəʶj¹	lwe̱ṁ¹	lwe̱ṃ¹
0724	𘆄	njɨ²	3	2.28	nə²	nə²	nə²
0725	𘑮	djwu¹	3	1.03	dwu¹	dwu¹	dwu¹
0726	𘘍	djị¹	3	1.67	dị¹	dih¹	dih¹
0727	𗖑	lju²	9	2.02	lu²	lu²	lu²
0728	𗖔	xa²	8	2.14	χaʶ²	ha̱²	ha̱²
0730	𘙼	mu¹	1	1.04	muʶ¹	mu̱¹	mu̱¹
0731	𗕼	lju²	9	2.02	lu²	lu²	lu²
0732	𗈾	lhjwạ¹	9	1.64	lhwạ¹	lhwah¹	lhwah¹
0733	𗖖	njɨ̣¹	3	1.69	nə̣¹	nəh¹	nəh¹
0734	𗗂	mo²	1	2.42	moʶ²	mo̱²	mo̱²
0735	𗉉	dźjij²	7	2.32	dźe²	dźe²	dźe²
0736	𘛾	ljụ²	9	2.52	lụ²	luh²	lluh²
0737	𗘡	tśhjɨj¹	7	1.42	tśhəj¹	tśheṁ¹	tśheṃ¹
0738	𘇮	da²	3	2.14	daʶ²	da̱²	da̱²
0739	𘞍	tewr¹	3	1.87	tiʶwr¹	rti̱wr¹	rti̱wr¹
0740	𘞚	bji̱j¹	1	1.39	mbe¹	mbe¹	mbe¹
0741	𘟉	tśhjiw¹	7	1.45	tśhiw¹	tśhiw¹	tśhiw¹
0742	𘘙	dźiẹj¹	7	1.60	dźʕẹʶ¹	dẓae̱h¹	dẓae̱h¹
0743	𘜒	śju²	7	2.02	śu²	śu²	śu²
0744	𗰒	bow²	1	2.47	boʶw²	bo̱ṁ²	bo̱ṃ²
