No,LFW,character,GHC,GX,rhyme,meaning,page number,character number
343,2912,𗆮,lhjwo¹,lhwow¹,1.48,還,03.02B.6,13
344,0705,𘅍,zjịj¹,zeh¹,1.61,ᴛɪᴍᴇ.ᴀ,03.02B.6,14
345,5688,𘕣,wa²,vwa̱²,2.14,何,03.02B.6,15
346,5880,𗳒,ŋwu²,ŋwu̱²,2.01,ɪɴꜱ,03.02B.7,1
347,0502,𘓊,zjɨ̱r¹,rzər¹,1.92,寡,03.02B.7,2
348,0545,𗸦,dźjwu¹,dźwu¹,1.02,人,03.02B.7,3
349,1139,𗗙,ꞏjij¹,ye¹,1.36,P.,03.02B.7,4
350,0619,𗖄,njwi¹,nwi¹,1.11,恩,03.02B.7,5
351,1514,𘆏,ljɨ̱¹,nlə¹,1.32,報,03.02B.7,6
352,4601,𘉞,nja²,na²,2.17,𝟤ꜱɢ,03.02B.7,7
353,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.02B.7,8
354,0444,𗕸,tśhjow¹,tśhoṃ¹,1.56,重,03.02B.7,9
355,0052,𗄋,źji¹,źi¹,1.1,耳,03.02B.7,10
356,1045,𘒣,dạ²,da̱h²,2.56,曰,03.02B.7,11
357,5306,𘋨,dzjwɨ¹,dzwə¹,1.3,君,03.02B.7,12
358,1139,𗗙,ꞏjij¹,ye¹,1.36,之,03.02B.7,13
359,3111,𗿣,mjịjr²,rmer²,2.68,神,03.02B.7,14
360,3354,𗪺,ɣie¹,γai̱¹,1.09,力,03.02B.7,15
361,5880,𗳒,ŋwu²,ŋwu̱²,2.01,ɪɴꜱ,03.03A.1,1
362,0856,𗰜,mər²,rmə̱r²,2.76,本,03.03A.1,2
363,2937,𗂧,lhjịj²,lheh²,2.54,國,03.03A.1,3
364,2912,𗆮,lhjwo¹,lhwow¹,1.48,還,03.03A.1,4
365,1599,𘜘,rjir¹,rir¹,1.79,得₁,03.03A.1,5
366,1542,𗌭,ku¹,qu̱¹,1.01,故,03.03A.1,6
367,4978,𗓱,tjij¹,te¹,1.36,若,03.03A.1,7
368,5306,𘋨,dzjwɨ¹,dzwə¹,1.3,君,03.03A.1,8
369,2937,𗂧,lhjịj²,lheh²,2.54,國,03.03A.1,9
370,1531,𘒏,gia¹,ga¹,1.2,軍,03.03A.1,10
371,0009,𗄈,śjwo¹,śwow¹,1.48,發,03.03A.1,11
372,0261,𘘮,mjo²,mo²,2.44,我,03.03A.1,12
373,2937,𗂧,lhjịj²,lheh²,2.54,國,03.03A.1,13
374,1531,𘒏,gia¹,ga¹,1.2,軍,03.03A.1,14
375,4950,𗑠,rjir²,rir²,2.72,ᴀᴄᴄꜱ,03.03A.1,15
376,0425,𗸓,dwə¹,rdwə̱r¹,1.84,鬥,03.03A.2,1
377,0705,𘅍,zjịj¹,zeh¹,1.61,ᴛɪᴍᴇ.ᴀ,03.03A.2,2
378,0261,𘘮,mjo²,mo²,2.44,我,03.03A.2,3
379,1531,𘒏,gia¹,ga¹,1.2,軍,03.03A.2,4
380,5306,𘋨,dzjwɨ¹,dzwə¹,1.3,君,03.03A.2,5
381,1531,𘒏,gia¹,ga¹,1.2,軍,03.03A.2,6
382,1139,𗗙,ꞏjij¹,ye¹,1.36,P.,03.03A.2,7
383,3113,𗢭,gjɨ̱¹,ŋgə¹,1.32,九,03.03A.2,8
384,1084,𗰗,ɣạ²,γa̱h²,2.56,十,03.03A.2,9
385,2804,𗼲,bju̱²,mbu²,2.06,里,03.03A.2,10
386,5913,𗈱,rjar¹,rar¹,1.82,程,03.03A.2,11
387,1012,𗰣,zjịj¹,zeh¹,1.61,幾,03.03A.2,12
388,0374,𗳜,lhji̱¹,nlhi¹,1.14,退,03.03A.2,13
389,1879,𘈔,bji²,bi²,2.1,避,03.03A.2,14
390,3621,𗣬,wjo¹,vo¹,1.51,為₂,03.03A.2,15
391,2098,𗧓,ŋa²,ŋa̱²,2.14,𝟣ꜱɢ,03.03A.3,1
392,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.03A.3,2
393,2503,𗏡,kụ¹,qu̱h¹,1.55,後,03.03A.3,3
394,0444,𗕸,tśhjow¹,tśhoṃ¹,1.56,重,03.03A.3,4
395,0052,𗄋,źji¹,źi¹,1.1,耳,03.03A.3,5
396,0856,𗰜,mər²,rmə̱r²,2.76,本,03.03A.3,6
397,2937,𗂧,lhjịj²,lheh²,2.54,國,03.03A.3,7
398,1326,𘙌,kjɨ¹,kə¹,1.3,ᴘꜰᴠ:ɪɴ/ɪᴍᴘ:ɪɴ,03.03A.3,8
399,2912,𗆮,lhjwo¹,lhwow¹,1.48,還,03.03A.3,9
400,5306,𘋨,dzjwɨ¹,dzwə¹,1.3,君,03.03A.3,10
401,3819,𘛃,lu²,lu̱²,2.01,位,03.03A.3,11
402,2590,𗋚,wjɨ²,və²,2.27,ᴘꜰᴠ:ᴏᴜᴛ/ɪᴍᴘ:ᴏᴜᴛ,03.03A.3,12
403,4401,𗜈,zow²,zo̱ṃ²,2.47,持,03.03A.3,13
404,1796,𗳷,tśhjụ¹,tṣhau̱h¹,1.59,楚,03.03A.3,14
405,2937,𗂧,lhjịj²,lheh²,2.54,國,03.03A.3,15
406,3831,𗇏,ljij²,le²,2.33,令,03.03A.4,1
407,3128,𗤭,ꞏjwĩ¹,ywiṃ¹,1.16,尹,03.03A.4,2
408,5925,𘕘,tsə¹,tsə̱¹,1.27,子,03.03A.4,3
409,0775,𗘼,gju̱¹,ŋgu¹,1.07,玉,03.03A.4,4
410,1531,𘒏,gia¹,ga¹,1.2,軍,03.03A.4,5
411,0009,𗄈,śjwo¹,śwow¹,1.48,發,03.03A.4,6
412,4921,𗐾,swẽ¹,swi̱ṃ¹,1.15,宋,03.03A.4,7
413,2937,𗂧,lhjịj²,lheh²,2.54,國,03.03A.4,8
414,0089,𗀔,tśhja̱¹,tśhaw¹,1.21,ꜱᴜᴘᴇ,03.03A.4,9
415,0731,𗕼,lju²,lu²,2.02,投₁,03.03A.4,10
416,4469,𗶹,śji²,śi²,2.09,往₁,03.03A.4,11
417,4921,𗐾,swẽ¹,swi̱ṃ¹,1.15,宋,03.03A.4,12
418,3830,𘟙,njij²,ne²,2.33,王,03.03A.4,13
419,3213,𗦆,tsjĩ¹,tsiṃ¹,1.16,晉,03.03A.4,14
420,3830,𘟙,njij²,ne²,2.33,王,03.03A.4,15
421,5447,𘋩,do²,do̱²,2.42,ᴛᴇʀᴍ,03.03A.5,1
422,2830,𗅮,dju¹,du¹,1.03,告,03.03A.5,2
423,1531,𘒏,gia¹,ga¹,1.2,軍,03.03A.5,3
424,0804,𗌽,djɨ²,də²,2.28,ᴘꜰᴠ:ᴀᴜᴛᴏʙ/ɪᴍᴘ:ᴀᴜᴛᴏʙ,03.03A.5,4
425,0645,𘑨,ꞏwu²,γwu̱h²,2.51,助,03.03A.5,5
426,0147,𗀓,śjij²,śe²,2.32,請,03.03A.5,6
427,2872,𗩇,wẽ¹,vwi̱ṃ¹,1.15,文,03.03A.5,7
428,3738,𘓖,kow¹,qo̱ṃ¹,1.54,公,03.03A.5,8
429,3830,𘟙,njij²,ne²,2.33,王,03.03A.5,9
430,1531,𘒏,gia¹,ga¹,1.2,軍,03.03A.5,10
431,0009,𗄈,śjwo¹,śwow¹,1.48,發,03.03A.5,11
432,4921,𗐾,swẽ¹,swi̱ṃ¹,1.15,宋,03.03A.5,12
433,1139,𗗙,ꞏjij¹,ye¹,1.36,P.,03.03A.5,13
434,2776,𗥞,gju̱²,ŋgu²,2.06,救,03.03A.5,14
435,4469,𗶹,śji²,śi²,2.09,往₁,03.03A.5,15
436,2104,𗪘,śji¹,śi¹,1.1,先,03.03A.6,1
437,1796,𗳷,tśhjụ¹,tṣhau̱h¹,1.59,楚,03.03A.6,2
438,2937,𗂧,lhjịj²,lheh²,2.54,國,03.03A.6,3
439,0619,𗖄,njwi¹,nwi¹,1.11,恩,03.03A.6,4
440,1514,𘆏,ljɨ̱¹,nlə¹,1.32,報,03.03A.6,5
441,3744,𘓟,dźiej²,dẓae̱²,2.31,信,03.03A.6,6
442,1918,𗅋,mji¹,mi¹,1.11,ɴᴇɢ,03.03A.6,7
443,0649,𘇄,ljwu¹,lwu¹,1.03,失,03.03A.6,8
444,4868,𗑩,gji̱²,ŋgi²,2.12,願,03.03A.6,9
445,2484,𘔼,nio̱w¹,nuo¹,1.57,ᴄᴀᴜꜱ,03.03A.6,10
446,1796,𗳷,tśhjụ¹,tṣhau̱h¹,1.59,楚,03.03A.6,11
447,1531,𘒏,gia¹,ga¹,1.2,軍,03.03A.6,12
448,4950,𗑠,rjir²,rir²,2.72,ᴀᴄᴄꜱ,03.03A.6,13
449,0425,𗸓,dwə¹,rdwə̱r¹,1.84,鬥,03.03A.6,14
450,3589,𗿳,dzjɨj¹,dzeṃ¹,1.42,時,03.03A.6,15
451,1245,𘝵,ꞏjij¹,ye¹,1.36,自,03.03A.7,1
452,1531,𘒏,gia¹,ga¹,1.2,軍,03.03A.7,2
453,3113,𗢭,gjɨ̱¹,ŋgə¹,1.32,九,03.03A.7,3
454,1084,𗰗,ɣạ²,γa̱h²,2.56,十,03.03A.7,4
455,2804,𗼲,bju̱²,mbu²,2.06,里,03.03A.7,5
456,1012,𗰣,zjịj¹,zeh¹,1.61,幾,03.03A.7,6
457,2590,𗋚,wjɨ²,və²,2.27,ᴘꜰᴠ:ᴏᴜᴛ/ɪᴍᴘ:ᴏᴜᴛ,03.03A.7,7
458,0374,𗳜,lhji̱¹,nlhi¹,1.14,退,03.03A.7,8
459,4342,𗞞,dja²,da²,2.17,ᴘꜰᴠ/ɪᴍᴘ,03.03A.7,9
460,1879,𘈔,bji²,bi²,2.1,避,03.03A.7,10
461,5113,𘃡,wji¹,vi¹,1.1,為₁,03.03A.7,11
462,5815,𘂆,tsjɨ¹,tsə¹,1.3,亦,03.03A.7,12
463,1918,𗅋,mji¹,mi¹,1.11,ɴᴇɢ,03.03A.7,13
464,1325,𘘪,tow¹,to̱ṃ¹,1.54,利,03.03A.7,14
465,1796,𗳷,tśhjụ¹,tṣhau̱h¹,1.59,楚,03.03A.7,15
466,1531,𘒏,gia¹,ga¹,1.2,軍,03.03B.1,1
467,2356,𗆭,dźjiw¹,dźiw¹,1.45,追,03.03B.1,2
468,4693,𗓰,na¹,na̱¹,1.17,深,03.03B.1,3
469,5113,𘃡,wji¹,vi¹,1.1,為₁,03.03B.1,4
470,1542,𗌭,ku¹,qu̱¹,1.01,故,03.03B.1,5
471,2872,𗩇,wẽ¹,vwi̱ṃ¹,1.15,文,03.03B.1,6
472,3738,𘓖,kow¹,qo̱ṃ¹,1.54,公,03.03B.1,7
473,1245,𘝵,ꞏjij¹,ye¹,1.36,自,03.03B.1,8
474,1531,𘒏,gia¹,ga¹,1.2,軍,03.03B.1,9
475,1514,𘆏,ljɨ̱¹,nlə¹,1.32,回,03.03B.1,10
476,5981,𗈪,ꞏja,a?,0,ᴘꜰᴠ:ᴜᴘ/ɪɴᴛʀɢ,03.03B.1,11
477,4916,𗔼,ɣwej¹,γwe̱¹,1.33,戰,03.03B.1,12
478,0824,𗉮,tśhjɨ²,tśhə²,2.27,立,03.03B.1,13
479,5417,𘃛,rjar²,rar²,2.74,即,03.03B.1,14
480,1796,𗳷,tśhjụ¹,tṣhau̱h¹,1.59,楚,03.03B.1,15
481,1531,𘒏,gia¹,ga¹,1.2,軍,03.03B.2,1
482,4456,𘴈,tha²,tha̱²,2.54,大,03.03B.2,2
483,1508,𘒚,bej¹,be̱¹,1.33,敗,03.03B.2,3
484,1796,𗳷,tśhjụ¹,tṣhau̱h¹,1.59,楚,03.03B.2,4
485,3830,𘟙,njij²,ne²,2.33,王,03.03B.2,5
486,5026,𗓁,mji¹,mi¹,1.11,聞₁,03.03B.2,6
487,1906,𗅉,niow¹,nuo¹,1.57,後,03.03B.2,7
488,4456,𘴈,tha²,tha̱²,2.54,大,03.03B.2,8
489,0945,𗕣,tshjạ¹,tshah¹,1.64,怒,03.03B.2,9
490,5925,𘕘,tsə¹,tsə̱¹,1.27,子,03.03B.2,10
491,0775,𗘼,gju̱¹,ŋgu¹,1.07,玉,03.03B.2,11
492,1139,𗗙,ꞏjij¹,ye¹,1.36,P.,03.03B.2,12
493,1827,𗖣,źier¹,rźai̱r¹,1.78,罵,03.03B.2,13
494,1245,𘝵,ꞏjij¹,ye¹,1.36,自,03.03B.2,14
495,1245,𘝵,ꞏjij¹,ye¹,1.36,自,03.03B.2,15
496,4342,𗞞,dja²,da²,2.17,ᴘꜰᴠ/ɪᴍᴘ,03.03B.3,1
497,4225,𗜍,sja¹,sa¹,1.2,殺,03.03B.3,2
498,0707,𗉔,tśjiw¹,tśiw¹,1.45,周,03.03B.3,3
499,1683,𗚂,sjo²,so²,2.44,襄,03.03B.3,4
500,3830,𘟙,njij²,ne²,2.33,王,03.03B.3,5
501,3139,𗤀,śjij¹,śe¹,1.35,代,03.03B.3,6
502,2541,𘓐,dzjwo²,dzwo²,2.44,人,03.03B.3,7
503,0508,𘟂,ŋwu²,ŋwu̱²,2.01,是,03.03B.3,8
504,1034,𘝻,kwo¹,qwo̱¹,1.19,郭,03.03B.4,1
505,4042,𗎉,kjɨ̣²,kəh²,2.61,伋,03.03B.4,2
506,1906,𗅉,niow¹,nuo¹,1.57,後,03.03B.4,3
507,2639,𗦻,mji̱j²,mme²,2.35,名,03.03B.4,4
508,2067,𗩿,sji²,si²,1.1,细,03.03B.4,5
509,3379,𗺹,xew¹,hi̱w¹,1.43,侯,03.03B.4,6
510,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.03B.4,7
511,3669,𗽮,na¹,na̱¹,1.17,南,03.03B.4,8
512,5087,𗭴,ꞏjow¹,yoṃ¹,1.57,陽,03.03B.4,9
513,2627,𗼻,ljɨ̣²,lləh²,2.61,地,03.03B.4,10
514,5258,𘍞,iọ¹,γao̱h¹,1.71,方,03.03B.4,11
515,2541,𘓐,dzjwo²,dzwo²,2.44,人,03.03B.4,12
516,0508,𘟂,ŋwu²,ŋwu̱²,2.01,是,03.03B.4,13
517,4866,𗑌,kiej¹,qae̱¹,1.34,更,03.03B.4,14
518,5442,𘏸,śiə¹,ṣaə̱¹,1.28,始,03.03B.4,15
519,3305,𗤒,kjiw¹,kiw¹,1.45,年,03.03B.5,1
520,2983,𗅁,ꞏu²,γu̱²,2.01,ɪɴᴇ,03.03B.5,2
521,2354,𗄱,pjij¹,pe¹,1.36,并,03.03B.5,3
522,0707,𗉔,tśjiw¹,tśiw¹,1.45,州,03.03B.5,4
523,5578,𘛔,njwɨ²,nwo̱ṃ²,0,牧,03.03B.5,5
524,2708,𗅂,rjar¹,rar¹,1.82,司,03.03B.5,6
525,2893,𗿒,khwej²,qhwe̱²,2.3,大,03.03B.5,7
526,0795,𘙇,rjɨr²,rər²,2.77,ᴘꜰᴠ:ᴅɪʀ/ɪᴍᴘ:ᴅɪʀ,03.03B.5,8
527,5113,𘃡,wji¹,vi¹,1.1,為₁,03.03B.5,9
528,4115,𗞝,gjij²,ge²,2.33,野,03.03B.5,10
529,2797,𗣈,lho,lho̱?,0,出,03.03B.5,11
530,1245,𘝵,ꞏjij¹,ye¹,1.36,自,03.03B.5,12
531,2627,𗼻,ljɨ̣²,lləh²,2.61,地,03.03B.5,13
532,5258,𘍞,iọ¹,γao̱h¹,1.71,方,03.03B.5,14
533,2983,𗅁,ꞏu²,γu̱²,2.01,ɪɴᴇ,03.03B.5,15
534,3852,𘕂,dźjij¹,dźe¹,1.35,行,03.03B.6,1
535,4469,𗶹,śji²,śi²,2.09,往₁,03.03B.6,2
536,4293,𗜫,sji¹,si¹,1.11,西,03.03B.6,3
537,5595,𗰂,xwo²,hwo̱²,2.42,河,03.03B.6,4
538,0785,𗎘,bju²,bu²,2.02,邊,03.03B.6,5
539,5856,𘕿,ɣa²,γa̱²,2.14,ʟᴏᴄ,03.03B.6,6
540,2679,𗫡,njɨ²,nə²,2.28,至,03.03B.6,7
541,1084,𗰗,ɣạ²,γa̱h²,2.56,十,03.03B.6,8
542,1012,𗰣,zjịj¹,zeh¹,1.61,幾,03.03B.6,9
543,5525,𘁛,zjɨ̣¹,zəh¹,1.69,兒,03.03B.6,10
544,1241,𘞁,lji²,li²,2.09,童,03.03B.6,11
545,4726,𗔔,lhjụ²,lhuh²,2.52,竹,03.03B.6,12
546,0764,𘆝,rjijr¹,rer¹,1.74,馬,03.03B.6,13
547,4039,𗍰,pjọ²,poh²,2.69,騎,03.03B.6,14
548,5880,𗳒,ŋwu²,ŋwu̱²,2.01,ɪɴꜱ,03.03B.6,15
549,3813,𗐤,wjịj²,veh²,2.54,送,03.03B.7,1
550,2373,𗆐,ljịj²,lleh²,2.54,來,03.03B.7,2
551,0824,𗉮,tśhjɨ²,tśhə²,2.27,立,03.03B.7,3
552,5417,𘃛,rjar²,rar²,2.74,即,03.03B.7,4
553,4342,𗞞,dja²,da²,2.17,ᴘꜰᴠ/ɪᴍᴘ,03.03B.7,5
554,2082,𗤄,ꞏjɨr¹,ryər¹,1.86,問,03.03B.7,6
555,5688,𘕣,wa²,vwa̱²,2.14,何,03.03B.7,7
556,2440,𗾞,njɨ̱²,nnə²,2.29,日,03.03B.7,8
557,2912,𗆮,lhjwo¹,lhwow¹,1.48,還,03.03B.7,9
558,4601,𘉞,nja²,na²,2.17,𝟤ꜱɢ,03.03B.7,10
559,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.03B.7,11
560,1034,𘝻,kwo¹,qwo̱¹,1.19,郭,03.03B.7,12
561,4042,𗎉,kjɨ̣²,kəh²,2.61,伋,03.03B.7,13
562,3990,𗭒,khjɨ¹,khə¹,1.3,足,03.03B.7,14
563,4762,𗓓,tśhjij¹,tśhe¹,1.35,舉,03.03B.7,15
564,2912,𗆮,lhjwo¹,lhwow¹,1.48,還,03.04A.1,1
565,0535,𗡶,śjij¹,śe¹,1.35,順,03.04A.1,2
566,2715,𗹳,dźjij²,dźe²,2.32,簿,03.04A.1,3
567,4401,𗜈,zow²,zo̱ṃ²,2.47,持,03.04A.1,4
568,3818,𗇋,mjijr²,rmer²,2.68,ɴᴍʟᴢ:ᴀ,03.04A.1,5
569,1139,𗗙,ꞏjij¹,ye¹,1.36,P.,03.04A.1,6
570,0524,𘒩,dzju¹,dzu¹,1.02,指,03.04A.1,7
571,4520,𗠪,bji²,bi²,2.1,揮,03.04A.1,8
572,2440,𗾞,njɨ̱²,nnə²,2.29,日,03.04A.1,9
573,0811,𘜍,ꞏja̱r²,ryawr²,2.75,日,03.04A.1,10
574,5525,𘁛,zjɨ̣¹,zəh¹,1.69,兒,03.04A.1,11
575,1241,𘞁,lji²,li²,2.09,童,03.04A.1,12
576,0497,𘜔,ŋewr²,rŋi̱wr²,2.78,多,03.04A.1,13
577,1139,𗗙,ꞏjij¹,ye¹,1.36,之,03.04A.1,14
578,0166,𘄇,mjị¹,mih¹,1.67,告,03.04A.1,15
579,0749,𗟻,phji¹,phi¹,1.11,使₁,03.04A.2,1
580,1034,𘝻,kwo¹,qwo̱¹,1.19,郭,03.04A.2,2
581,4042,𗎉,kjɨ̣²,kəh²,2.61,伋,03.04A.2,3
582,2627,𗼻,ljɨ̣²,lləh²,2.61,地,03.04A.2,4
583,5258,𘍞,iọ¹,γao̱h¹,1.71,方,03.04A.2,5
584,2983,𗅁,ꞏu²,γu̱²,2.01,ɪɴᴇ,03.04A.2,6
585,3989,𗭊,ꞏjij¹,ye¹,1.36,ɪɴᴛʀɢ/ᴏᴘᴛ:ᴜᴘ/ᴄᴏɴᴛ,03.04A.2,7
586,3852,𘕂,dźjij¹,dźe¹,1.35,行,03.04A.2,8
587,1326,𘙌,kjɨ¹,kə¹,1.3,ᴘꜰᴠ:ɪɴ/ɪᴍᴘ:ɪɴ,03.04A.2,9
588,2912,𗆮,lhjwo¹,lhwow¹,1.48,還,03.04A.2,10
589,2104,𗪘,śji¹,śi¹,1.1,先,03.04A.2,11
590,3216,𗥩,ljwu²,lwu²,2.03,聚,03.04A.2,12
591,2440,𗾞,njɨ̱²,nnə²,2.29,日,03.04A.2,13
592,0795,𘙇,rjɨr²,rər²,2.77,ᴘꜰᴠ:ᴅɪʀ/ɪᴍᴘ:ᴅɪʀ,03.04A.2,14
593,5113,𘃡,wji¹,vi¹,1.1,為₁,03.04A.2,15
594,3589,𗿳,dzjɨj¹,dzeṃ¹,1.42,時,03.04A.3,1
595,1064,𗷝,mjij²,me²,2.33,ɴᴇɢ.ᴘꜰᴠ,03.04A.3,2
596,2679,𗫡,njɨ²,nə²,2.28,至,03.04A.3,3
597,0433,𗖵,bju¹,bu¹,1.03,ʀᴇꜰ,03.04A.3,4
598,0289,𗍁,we²,vwi̱²,2.07,城,03.04A.3,5
599,5689,𘗠,ɣa¹,γa̱¹,1.17,戶,03.04A.3,6
600,2983,𗅁,ꞏu²,γu̱²,2.01,ɪɴᴇ,03.04A.3,7
601,1918,𗅋,mji¹,mi¹,1.11,ɴᴇɢ,03.04A.3,8
602,4481,𗶷,śjɨ¹,śə¹,1.29,往₂,03.04A.3,9
603,2533,𗬫,djɨr²,rdər²,2.77,外,03.04A.3,10
604,1906,𗅉,niow¹,nuo¹,1.57,後,03.04A.3,11
605,3099,𗫻,dźji̱j¹,ndźe¹,1.39,居,03.04A.3,12
606,2715,𗹳,dźjij²,dźe²,2.32,簿,03.04A.3,13
607,4401,𗜈,zow²,zo̱ṃ²,2.47,持,03.04A.3,14
608,1034,𘝻,kwo¹,qwo̱¹,1.19,郭,03.04A.3,15
609,4042,𗎉,kjɨ̣²,kəh²,2.61,伋,03.04A.4,1
610,1139,𗗙,ꞏjij¹,ye¹,1.36,P.,03.04A.4,2
611,4342,𗞞,dja²,da²,2.17,ᴘꜰᴠ/ɪᴍᴘ,03.04A.4,3
612,2082,𗤄,ꞏjɨr¹,ryər¹,1.86,問,03.04A.4,4
613,3027,𗊬,kụ²,qu̱h²,2.51,答,03.04A.4,5
614,0261,𘘮,mjo²,mo²,2.44,我,03.04A.4,6
615,5525,𘁛,zjɨ̣¹,zəh¹,1.69,兒,03.04A.4,7
616,1241,𘞁,lji²,li²,2.09,童,03.04A.4,8
617,0724,𘆄,njɨ²,nə²,2.28,ᴘʟ,03.04A.4,9
618,4950,𗑠,rjir²,rir²,2.72,ᴀᴄᴄꜱ,03.04A.4,10
619,3216,𗥩,ljwu²,lwu²,2.03,聚,03.04A.4,11
620,1463,𗷳,du²,dau̱²,2.04,期,03.04A.4,12
621,0795,𘙇,rjɨr²,rər²,2.77,ᴘꜰᴠ:ᴅɪʀ/ɪᴍᴘ:ᴅɪʀ,03.04A.4,13
622,5113,𘃡,wji¹,vi¹,1.1,為₁,03.04A.4,14
623,0557,𘗬,dźju¹,dźu¹,1.02,欺,03.04A.4,15
624,1175,𘗪,ljwu¹,lwu¹,1.03,騙,03.04A.5,1
625,5645,𘏚,tjị²,tih²,2.6,ɴᴍʟᴢ:ʟᴏᴄ,03.04A.5,2
626,2194,𗤋,mjij¹,me¹,1.36,無,03.04A.5,3
627,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.04A.5,4
628,2503,𗏡,kụ¹,qu̱h¹,1.55,後,03.04A.5,5
629,2440,𗾞,njɨ̱²,nnə²,2.29,日,03.04A.5,6
630,5525,𘁛,zjɨ̣¹,zəh¹,1.69,兒,03.04A.5,7
631,1241,𘞁,lji²,li²,2.09,童,03.04A.5,8
632,0497,𘜔,ŋewr²,rŋi̱wr²,2.78,多,03.04A.5,9
633,0010,𗄊,źji²,zi²,2.1,皆,03.04A.5,10
634,4726,𗔔,lhjụ²,lhuh²,2.52,竹,03.04A.5,11
635,0764,𘆝,rjijr¹,rer¹,1.74,馬,03.04A.5,12
636,4039,𗍰,pjọ²,poh²,2.69,騎,03.04A.5,13
637,5880,𗳒,ŋwu²,ŋwu̱²,2.01,ɪɴꜱ,03.04A.5,14
638,4040,𘔯,khju̱¹,ŋkhau̱¹,1.06,迎,03.04A.5,15
639,2373,𗆐,ljịj²,lleh²,2.54,來,03.04A.6,1
640,1374,𗉘,tśhjɨ¹,tśhə¹,1.29,此,03.04A.6,2
641,3527,𗋸,mja¹,ma¹,1.2,ᴘʀᴏʙ,03.04A.6,3
642,1906,𗅉,niow¹,nuo¹,1.57,後,03.04A.6,4
643,0289,𗍁,we²,vwi̱²,2.07,城,03.04A.6,5
644,2983,𗅁,ꞏu²,γu̱²,2.01,ɪɴᴇ,03.04A.6,6
645,0795,𘙇,rjɨr²,rər²,2.77,ᴘꜰᴠ:ᴅɪʀ/ɪᴍᴘ:ᴅɪʀ,03.04A.6,7
646,4469,𗶹,śji²,śi²,2.09,往₁,03.04A.6,8
647,5354,𘌽,thjɨ²,thə²,2.28,此,03.04A.6,9
648,1183,𘅣,dạ²,da̱h²,2.56,事,03.04A.6,10
649,5493,𘟑,xã²,ha̱ṃ²,2.22,漢,03.04A.6,11
650,3139,𗤀,śjij¹,śe¹,1.35,代,03.04A.6,12
651,4797,𘝞,ꞏjwɨr²,rywər²,2.77,文,03.04A.6,13
652,5993,𘂤,kha¹,qha̱¹,1.17,ɪɴᴛᴇꜱꜱ,03.04A.6,14
653,5612,𘎪,tshji̱j¹,ntshe¹,1.39,說₁,03.04A.6,15
654,2052,𗏆,xiwã¹,hwaa̱ṃ¹,1.25,范,03.04A.7,1
655,4502,𗷅,śjɨ²,śə²,2.27,式,03.04A.7,2
656,1906,𗅉,niow¹,nuo¹,1.57,後,03.04A.7,3
657,2639,𗦻,mji̱j²,mme²,2.35,名,03.04A.7,4
658,2791,𗿄,khju²,khu²,2.03,巨,03.04A.7,5
659,3094,𗫲,khjij¹,khe¹,1.36,卿,03.04A.7,6
660,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.04A.7,7
661,3763,𗄽,śiã¹,ṣaa̱ṃ¹,1.25,山,03.04A.7,8
662,5087,𗭴,ꞏjow¹,yoṃ¹,1.57,陽,03.04A.7,9
663,0830,𗷭,kjĩ¹,kiṃ¹,1.16,金,03.04A.7,10
664,3423,𗐐,xjow¹,hoṃ¹,1.56,鄉,03.04A.7,11
665,2627,𗼻,ljɨ̣²,lləh²,2.61,地,03.04A.7,12
666,5258,𘍞,iọ¹,γao̱h¹,1.71,方,03.04A.7,13
667,2541,𘓐,dzjwo²,dzwo²,2.44,人,03.04A.7,14
668,0508,𘟂,ŋwu²,ŋwu̱²,2.01,是,03.04A.7,15
669,5708,𘋻,źju²,źu²,2.02,汝,03.04B.1,1
670,3669,𗽮,na¹,na̱¹,1.17,南,03.04B.1,2
671,2627,𗼻,ljɨ̣²,lləh²,2.61,地,03.04B.1,3
672,5258,𘍞,iọ¹,γao̱h¹,1.71,方,03.04B.1,4
673,1030,𘑲,tśjow¹,tśoṃ¹,1.56,張,03.04B.1,5
674,5467,𘃟,ꞏjwã¹,ywaṃ¹,1.26,元,03.04B.1,6
675,5970,𘌜,pie¹,pai̱¹,1.09,伯,03.04B.1,7
676,4950,𗑠,rjir²,rir²,2.72,ᴀᴄᴄꜱ,03.04B.1,8
677,4989,𗑟,wjị¹,vih¹,1.67,朋,03.04B.1,9
678,4889,𘎆,dźjwɨ¹,dźwə¹,1.3,友,03.04B.1,10
679,0795,𘙇,rjɨr²,rər²,2.77,ᴘꜰᴠ:ᴅɪʀ/ɪᴍᴘ:ᴅɪʀ,03.04B.1,11
680,5113,𘃡,wji¹,vi¹,1.1,為₁,03.04B.1,12
681,0185,𗸴,njwɨ²,nwə²,2.28,春,03.04B.1,13
682,2894,𘊡,lu²,lu̱²,2.01,季,03.04B.1,14
683,3830,𘟙,njij²,ne²,2.33,王,03.04B.1,15
684,0289,𗍁,we²,vwi̱²,2.07,城,03.04B.2,1
